name,feature_id,languages,cell_ids
"Goa","0x3bbfba106336b741:0xeaf887ff62f34092","mr;hi;kn;ur","0x3bbe454000000000;0x3bbe494000000000;0x3bbe4b0000000000;0x3bbe4d0000000000;0x3bbe4f0000000000;0x3bbe540000000000;0x3bbe590000000000;0x3bbe5b0000000000;0x3bbe5c4000000000;0x3bbe5cc000000000;0x3bbe5f0000000000;0x3bbef5f000000000;0x3bbef70000000000;0x3bbef90000000000;0x3bbefd0000000000;0x3bbeff0000000000;0x3bbf010000000000;0x3bbf03c000000000;0x3bbf050000000000;0x3bbf070000000000;0x3bbf090000000000;0x3bbf0b0000000000;0x3bbf750000000000;0x3bbf8d0000000000;0x3bbf8e0400000000;0x3bbf940000000000;0x3bbf990000000000;0x3bbf9dc000000000;0x3bbf9f0000000000;0x3bbfb00000000000;0x3bbfc10000000000;0x3bbfc70000000000;0x3bbfc90000000000;0x3bbfec0000000000;0x3bbff1c000000000;0x3bbff30000000000"
"Gujarat","0x3959051f5f0ef795:0x861bd887ed54522e","gu;hi;sd;mr;ur","0x3943354000000000;0x39434c0000000000;0x3943540000000000;0x3944ac0000000000;0x3944b40000000000;0x3944c40000000000;0x3944cc0000000000;0x3944d40000000000;0x3945240000000000;0x39452c0000000000;0x3945340000000000;0x39453ab000000000;0x3945540000000000;0x394dfc0000000000;0x394e040000000000;0x394e1c0000000000;0x394e240000000000;0x394e2c0000000000;0x394ffc0000000000;0x3950400000000000;0x3950c00000000000;0x3951100000000000;0x3951300000000000;0x3951440000000000;0x39514c0000000000;0x3951500400000000;0x39515c0000000000;0x3951700000000000;0x3951c00000000000;0x3952100000000000;0x3952300000000000;0x3952440000000000;0x39524c0000000000;0x39525c0000000000;0x3952700000000000;0x3953b50000000000;0x3953d00000000000;0x3953e10000000000;0x3956340000000000;0x3956500000000000;0x3956640000000000;0x3956850000000000;0x39568c0000000000;0x3956940000000000;0x39569c0000000000;0x3956a40000000000;0x3956bc0000000000;0x3956c40000000000;0x3956cd5400000000;0x3956d40000000000;0x3956dc0000000000;0x3956f00000000000;0x3957100000000000;0x3957240000000000;0x39572c0000000000;0x39573c0000000000;0x3957440000000000;0x39574ff000000000;0x3957540000000000;0x39575c0000000000;0x3957700000000000;0x3957c00000000000;0x3959000000000000;0x395b000000000000;0x395c400000000000;0x395cc00000000000;0x395d100000000000;0x395d240000000000;0x395d3c0000000000;0x395d440000000000;0x395d6c0000000000;0x395d740000000000;0x395d7c0000000000;0x395dc00000000000;0x395e400000000000;0x395ec00000000000;0x395f100000000000;0x395f300000000000;0x395f500000000000;0x395f6c0000000000;0x395f740000000000;0x395f7c0000000000;0x395fc00000000000;0x3960400000000000;0x3960c00000000000;0x3961040000000000;0x39610f0000000000;0x3961140000000000;0x39611c0000000000;0x3961240000000000;0x3961290000000000;0x3961ac0000000000;0x3961b30000000000;0x39672d5000000000;0x3967340000000000;0x3967500000000000;0x3967640000000000;0x3bde140000000000;0x3bde1c0000000000;0x3bde300000000000;0x3bde440000000000;0x3bde4c0000000000;0x3bdf0b0000000000;0x3bdf740000000000;0x3bdf8c0000000000;0x3bdf940000000000;0x3bdf9c0000000000;0x3bdfa40000000000;0x3bdfbc0000000000;0x3bdfd00000000000;0x3bdff00000000000;0x3be0400000000000;0x3be0c00000000000;0x3be18c0000000000;0x3be1ad0000000000;0x3be1b40000000000;0x3be1cc0000000000;0x3be1d40000000000;0x3be1de4000000000;0x3be1f00000000000;0x3be2400000000000;0x3be2c00000000000;0x3be3040000000000;0x3be31c0000000000;0x3be3240000000000;0x3be3aab000000000;0x3be72c0000000000;0x3be7340000000000;0x3be74c0000000000;0x3be7540000000000;0x3bfd2d4000000000;0x3bfd340000000000;0x3bfd390000000000;0x3bfd500000000000;0x3bfd640000000000;0x3bfd690000000000;0x3bfd7d5500000000"
"Haryana","0x390db00b8670400b:0x732eaab4aaa6c143","hi;pa;ur;bn;ne","0x390c4d4000000000;0x390c540000000000;0x390cd00000000000;0x390ce40000000000;0x390ce90000000000;0x390d0c0000000000;0x390d140000000000;0x390d1c0000000000;0x390d300000000000;0x390d500000000000;0x390d700000000000;0x390dc00000000000;0x390e400000000000;0x390e8b0000000000;0x390edff000000000;0x390ee40000000000;0x390eefffc0000000;0x390ef40000000000;0x390efc0000000000;0x390f040000000000;0x390f090000000000;0x390f0f0000000000;0x390f1c0000000000;0x390f210000000000;0x390f8c0000000000;0x390f940000000000;0x390f9c0000000000;0x390fb00000000000;0x390fc40000000000;0x390fcc0000000000;0x390fd40000000000;0x390fec0000000000;0x390ff40000000000;0x39102b0000000000;0x39110c0000000000;0x3911140000000000;0x39112d0000000000;0x39112f0000000000;0x3911340000000000;0x39113c0000000000;0x3911500000000000;0x3911700000000000;0x3911900000000000;0x3911a40000000000;0x3911bfc000000000;0x3911d00000000000;0x3911f00000000000;0x3912400000000000;0x3912900000000000;0x3912b00000000000;0x3912c40000000000;0x3912cc0000000000;0x3912f00000000000;0x3913040000000000;0x3913a50000000000;0x3913ac0000000000;0x3913b40000000000;0x3913bc0000000000;0x3913d00000000000;0x3913e40000000000;0x3913fc0000000000;0x3914001000000000;0x3916940000000000;0x39169c0000000000;0x3916b00000000000;0x3916d00000000000;0x3916e40000000000;0x3916ec0000000000;0x396d340000000000;0x396d4c0000000000;0x3972ac0000000000;0x3972b2b000000000;0x3972d00000000000;0x3972ec0000000000;0x3973300000000000"
"Himachal Pradesh","0x390453c367f901f7:0x7cfe04c5564b7725","hi;pa;ne","0x3901340000000000;0x3901390000000000;0x390147c000000000;0x39014c0000000000;0x3901540000000000;0x3901580100000000;0x3902d40000000000;0x3902dc0000000000;0x3902e40000000000;0x3903400000000000;0x3903900000000000;0x3903a40000000000;0x3903bc0000000000;0x3903c40000000000;0x3903db4000000000;0x3903dd0000000000;0x3903f00000000000;0x3905000000000000;0x3906400000000000;0x3906900000000000;0x3906b00000000000;0x3906c40000000000;0x3906cc0000000000;0x3906d10000000000;0x3906dc0000000000;0x3906f00000000000;0x3907040000000000;0x39071c0000000000;0x3907ac0000000000;0x3907b40000000000;0x3907ba4000000000;0x3907cc0000000000;0x3907d40000000000;0x3907dc0000000000;0x3908740000000000;0x3908781000000000;0x390f050000000000;0x390f0c0000000000;0x390f140000000000;0x390f1c0000000000;0x390f240000000000;0x390f2f0000000000;0x390f310000000000;0x390f370000000000;0x390f3c0000000000;0x390f440000000000;0x390f484000000000;0x390f4f0000000000;0x390f510000000000;0x390f570000000000;0x390f5c0000000000;0x390f700000000000;0x390f840000000000;0x390f8c0000000000;0x390f904000000000;0x390f9c0000000000;0x390fa40000000000;0x390ff50000000000;0x390ff61000000000;0x391ad00000000000;0x391ae10000000000;0x391b140000000000;0x391b1c0000000000;0x391b300000000000;0x391b500000000000;0x391b700000000000;0x391b840000000000;0x391c7f0000000000;0x391c840000000000;0x391c8dc000000000;0x391c8f0000000000;0x391c940000000000;0x391c9c0000000000;0x391cb00000000000;0x391cd00000000000;0x391ce40000000000;0x391cec0000000000;0x391cf10000000000;0x391cf27c00000000;0x391cfc0000000000;0x391d240000000000;0x391d2c0000000000"
"Jammu and Kashmir","0x38e1092499ffa89d:0x6567a6d4697e7f1","ur;hi;pa","0x38e0250000000000;0x38e02c0000000000;0x38e0340000000000;0x38e03c0000000000;0x38e04c0000000000;0x38e0540000000000;0x38e05c0000000000;0x38e0940000000000;0x38e0c40000000000;0x38e0cf0000000000;0x38e0d40000000000;0x38e0dc0000000000;0x38e0f00000000000;0x38e1100000000000;0x38e1300000000000;0x38e1440000000000;0x38e15c0000000000;0x38e1700000000000;0x38e1c00000000000;0x38e2400000000000;0x38e2c00000000000;0x38e3040000000000;0x38e30f0000000000;0x38e3140000000000;0x38e31c0000000000;0x38e3300000000000;0x38e3b00000000000;0x38e3d00000000000;0x38e3e40000000000;0x38e3e81000000000;0x38f94fdc00000000;0x38f9540000000000;0x38f9590000000000;0x38fb8c0000000000;0x38fbe40000000000;0x38fbf40000000000;0x38fbfc0000000000;0x38fc400000000000;0x38fc840000000000;0x38fc8c0000000000;0x38fc940000000000;0x38fcbc0000000000;0x38fcd00000000000;0x38fcf00000000000;0x38fd400000000000;0x38fdc00000000000;0x38fe400000000000;0x38fe900000000000;0x38fea40000000000;0x38feac0000000000;0x38febc0000000000;0x38ff954000000000;0x38ffad0000000000;0x38ffb40000000000;0x38ffbc0000000000;0x38ffd00000000000;0x38ffeb0000000000;0x39002c0000000000;0x3900340000000000;0x39004c0000000000;0x3900540000000000;0x39005c0000000000;0x3900601000000000;0x39008c0000000000;0x3900940000000000;0x3900981000000000;0x3900b00000000000;0x3900d00000000000;0x3900f00000000000;0x3901400000000000;0x3901c00000000000;0x3902400000000000;0x3902c00000000000;0x3903040000000000;0x39030c0000000000;0x39031c0000000000;0x3903b00000000000;0x3903d00000000000;0x3903e10000000000;0x3906b50000000000;0x3906cc0000000000;0x39072c0000000000;0x3907340000000000;0x39073c0000000000;0x3907440000000000;0x39074c0000000000;0x3907540000000000;0x391c0d0000000000;0x391c140000000000;0x391c1c0000000000;0x391c300000000000;0x391c500000000000;0x391c700000000000;0x391c87c000000000;0x391c8c0000000000;0x391c92c000000000;0x391cdffc00000000;0x391cf00000000000;0x391d400000000000;0x391dc00000000000;0x391e400000000000;0x391e900000000000;0x391ea10000000000;0x391ea30000000000;0x391ebc0000000000;0x391ef40000000000;0x391fb50000000000;0x391fc50000000000;0x391fcc0000000000;0x391fd40000000000"
"Jharkhand","0x398b2386df480857:0x62c5b809eee29004","hi;bn;ur","0x3989540000000000;0x398a4c0000000000;0x398a540000000000;0x398a5c0000000000;0x398a630000000000;0x398a740000000000;0x398a7c0000000000;0x398ac00000000000;0x398b400000000000;0x398b900000000000;0x398bb00000000000;0x398bc40000000000;0x398bdd5000000000;0x398bf00000000000;0x398c100000000000;0x398c240000000000;0x398c3c0000000000;0x398c440000000000;0x398c4c0000000000;0x398c5c0000000000;0x398c700000000000;0x398c900000000000;0x398cb00000000000;0x398cc40000000000;0x398ccc0000000000;0x398cf40000000000;0x398e940000000000;0x398e9c0000000000;0x398eb00000000000;0x39f00b0000000000;0x39f042c000000000;0x39f05c0000000000;0x39f0700000000000;0x39f0900000000000;0x39f0b00000000000;0x39f0d00000000000;0x39f0e40000000000;0x39f0ec0000000000;0x39f0f40000000000;0x39f1140000000000;0x39f11c0000000000;0x39f1300000000000;0x39f1500000000000;0x39f1640000000000;0x39f16c0000000000;0x39f30c0000000000;0x39f3140000000000;0x39f33c0000000000;0x39f3500000000000;0x39f3700000000000;0x39f3900000000000;0x39f3b00000000000;0x39f3c40000000000;0x39f3cc0000000000;0x39f3d10000000000;0x39f3dc0000000000;0x39f3f00000000000;0x39f4400000000000;0x39f4c00000000000;0x39f5400000000000;0x39f5900000000000;0x39f5b00000000000;0x39f5c40000000000;0x39f5cc0000000000;0x39f5dc0000000000;0x39f5f00000000000;0x39f6100000000000;0x39f6240000000000;0x39f66b0000000000;0x39f66d0000000000;0x39f6740000000000;0x39f6840000000000;0x39f6940000000000;0x39f69c0000000000;0x39f6b00000000000;0x39f6d00000000000;0x39f6e70000000000;0x39f6ec0000000000;0x39f7300000000000;0x39f7440000000000;0x39f74c0000000000;0x39f7540000000000;0x39f9ff0000000000;0x39fa040000000000;0x39fa0c0000000000;0x39fa140000000000;0x39fa1b0000000000;0x39fa410000000000;0x39fa430000000000;0x39fa5c0000000000;0x39fa700000000000;0x39fa900000000000;0x39faa40000000000;0x39fabd0000000000;0x39faf40000000000;0x3a1d900000000000;0x3a1da30000000000;0x3a1df00000000000;0x3a1e040000000000;0x3a1e140000000000;0x3a1e1c0000000000;0x3a1e300000000000;0x3a1e440000000000;0x3a1e4c0000000000;0x3a1e500100000000;0x3a1e5c0000000000;0x3a1e6c0000000000;0x3a1f8c0000000000;0x3a1f940000000000;0x3a1fb40000000000;0x3a1fbc0000000000;0x3a1fd00000000000;0x3a1ff00000000000;0x3a20040000000000;0x3a200c0000000000;0x3a20740000000000;0x3a207c0000000000;0x3a20840000000000;0x3a209d0000000000"
"Karnataka","0x3ba35a4c37bf488f:0x41f1d28cd1757cd5","kn;ur;te;mr;ta","0x3ba34d0000000000;0x3ba3540000000000;0x3ba35c0000000000;0x3ba4455400000000;0x3ba44c0000000000;0x3ba4540000000000;0x3ba45c0000000000;0x3ba48c0000000000;0x3ba4940000000000;0x3ba49c0000000000;0x3ba4b00000000000;0x3ba4d00000000000;0x3ba4f00000000000;0x3ba5400000000000;0x3ba5900000000000;0x3ba5b00000000000;0x3ba5c40000000000;0x3ba5cc0000000000;0x3ba5f00000000000;0x3ba6040000000000;0x3ba8ac0000000000;0x3ba8b40000000000;0x3ba8cc0000000000;0x3ba8d40000000000;0x3ba92d4000000000;0x3ba9330000000000;0x3bad840000000000;0x3bad8c0000000000;0x3bad940000000000;0x3bad9ac000000000;0x3badbc0000000000;0x3badc40000000000;0x3baddc0000000000;0x3badf00000000000;0x3bae100000000000;0x3bae300000000000;0x3bae500000000000;0x3bae640000000000;0x3bae6c0000000000;0x3bae740000000000;0x3bae7ac000000000;0x3bae8c0000000000;0x3bae940000000000;0x3baea40000000000;0x3baeb40000000000;0x3baebc0000000000;0x3baed00000000000;0x3baef00000000000;0x3baf400000000000;0x3bafc00000000000;0x3bb0400000000000;0x3bb0900000000000;0x3bb0b00000000000;0x3bb0c40000000000;0x3bb0cc0000000000;0x3bb0df0000000000;0x3bb0f00000000000;0x3bb1100000000000;0x3bb1240000000000;0x3bb13d5000000000;0x3bb1c00000000000;0x3bb2100000000000;0x3bb2240000000000;0x3bb22c0000000000;0x3bb2310000000000;0x3bb23c0000000000;0x3bb26c0000000000;0x3bb2740000000000;0x3bb27c0000000000;0x3bb6300000000000;0x3bb7100000000000;0x3bb7240000000000;0x3bb737c000000000;0x3bb73c0000000000;0x3bb7500000000000;0x3bb7700000000000;0x3bb7c00000000000;0x3bb9000000000000;0x3bbb000000000000;0x3bbc100000000000;0x3bbc240000000000;0x3bbc2c0000000000;0x3bbc301000000000;0x3bbc3c0000000000;0x3bbc440000000000;0x3bbc4e9000000000;0x3bbc5c0000000000;0x3bbc700000000000;0x3bbc900000000000;0x3bbcb00000000000;0x3bbe5c0000000000;0x3bbe640000000000;0x3bbec00000000000;0x3bbf400000000000;0x3bbf82b000000000;0x3bbf9c0000000000;0x3bc0840000000000;0x3bc08d0000000000;0x3bc0940000000000;0x3bc09c0000000000;0x3bc0b00000000000;0x3bc0d00000000000;0x3bc0f00000000000;0x3bc1270000000000;0x3bc12c0000000000;0x3bc132c000000000;0x3bc5fc0000000000;0x3bc6040000000000;0x3bc6140000000000;0x3bc61c0000000000;0x3bc6300000000000;0x3bc6500000000000;0x3bc6640000000000;0x3bc66c0000000000;0x3bc67c0000000000;0x3bc6840000000000;0x3bc68c0000000000;0x3bc6c30000000000;0x3bc6cc0000000000;0x3bc6d40000000000;0x3bc6dc0000000000;0x3bc6e40000000000;0x3bc6e90000000000;0x3bc6ef0000000000;0x3bc6f40000000000;0x3bc6fc0000000000;0x3bc7400000000000;0x3bc7c00000000000;0x3bc8400000000000;0x3bc8c00000000000;0x3bc9100000000000;0x3bc9300000000000;0x3bc9470000000000;0x3bc94c0000000000;0x3bc9b00000000000;0x3bc9d00000000000;0x3bc9e70000000000;0x3bce540000000000;0x3bce590000000000;0x3bce8d0000000000;0x3bce940000000000;0x3bcebc0000000000;0x3bced00000000000;0x3bcef00000000000;0x3bcf040000000000;0x3bcf0f0000000000;0x3bcf140000000000;0x3bcf1c0000000000;0x3bcf300000000000;0x3bcf440000000000;0x3bcf4c0000000000;0x3bcf540000000000"
"Kerala","0x3b0812ffd49cf55b:0x64bd90fbed387c99","ml;ta;kn","0x3b042b4000000000;0x3b042d0000000000;0x3b04340000000000;0x3b044b0000000000;0x3b044d0000000000;0x3b0452b000000000;0x3b05954000000000;0x3b05a50000000000;0x3b05ac0000000000;0x3b05b40000000000;0x3b05bc0000000000;0x3b05d00000000000;0x3b05e40000000000;0x3b05ec0000000000;0x3b05fc0000000000;0x3b06400000000000;0x3b06870000000000;0x3b068c0000000000;0x3b06e54000000000;0x3b06efc000000000;0x3b06f40000000000;0x3b06fc0000000000;0x3b0700c000000000;0x3b07070000000000;0x3b07090000000000;0x3b070b0000000000;0x3b07750000000000;0x3b07770000000000;0x3b07790000000000;0x3b077f0000000000;0x3b07c00000000000;0x3b08100000000000;0x3b086d0000000000;0x3b086f0000000000;0x3b08740000000000;0x3b087c0000000000;0x3b08840000000000;0x3b089c0000000000;0x3b08a10000000000;0x3b08a70000000000;0x3ba35c0000000000;0x3ba3640000000000;0x3ba37d0000000000;0x3ba4140000000000;0x3ba4300000000000;0x3ba4440000000000;0x3ba44c0000000000;0x3ba45c0000000000;0x3ba4700000000000;0x3ba4900000000000;0x3ba4a10000000000;0x3ba4f37fd0000000;0x3ba4f50000000000;0x3ba5b50000000000;0x3ba5c30000000000;0x3ba5c50000000000;0x3ba5cc0000000000;0x3ba5d40000000000;0x3ba5dc0000000000;0x3ba5e40000000000;0x3ba5e90000000000;0x3ba5fc0000000000;0x3ba6400000000000;0x3ba6840000000000;0x3ba68c0000000000;0x3ba78d0000000000;0x3ba7940000000000;0x3ba7a55500000000;0x3ba7ac0000000000;0x3ba7b40000000000;0x3ba7bc0000000000;0x3ba7d00000000000;0x3ba7f00000000000;0x3ba8100000000000;0x3ba8204000000000;0x3ba822b000000000;0x3ba83d0000000000;0x3ba83f0000000000;0x3ba8440000000000;0x3ba8700000000000;0x3ba8840000000000;0x3ba88c0000000000;0x3ba8910000000000;0x3ba89c0000000000"
"Lakshadweep","0x3b9fcd65cae4973d:0x17bd7416842ce9aa","ml","0x3b0aa62400000000;0x3b0aa62900000000;0x3b0aa88300000000;0x3b0aa89d00000000;0x3b0aa89e40000000;0x3b0aaf0c00000000;0x3b0aaf1400000000;0x3b0aaf3fc0000000;0x3b0aaf4400000000;0x3b0aaf5cc0000000;0x3b0aaf6c00000000;0x3b0aaf7400000000;0x3b0aaf9400000000;0x3b0aaf9c00000000;0x3b0aafa400000000;0x3b73178c00000000;0x3b731792ac000000;0x3b7317c400000000;0x3b7317cf00000000;0x3b7317d100000000;0x3b7317dc00000000;0x3b7317ec00000000;0x3b7317f400000000;0x3b73181c00000000;0x3b73182400000000;0x3b73182f00000000;0x3b73183400000000;0x3b73183b00000000;0x3b73183d00000000;0x3b73184ac0000000;0x3b7319b400000000;0x3b7319bc00000000;0x3b7319c400000000;0x3b7319cc00000000;0x3b75f55700000000;0x3b75f55840000000;0x3b99281c00000000;0x3b99282400000000;0x3b99283040000000;0x3b99283c00000000;0x3b994dd700000000;0x3b994dd840000000;0x3b994e77fc000000;0x3b994e7900000000;0x3b9a263700000000;0x3b9a263840000000;0x3b9a264400000000;0x3b9a264900000000;0x3b9e1fe2c0000000;0x3b9e1ffd00000000;0x3b9e4b8c00000000;0x3b9e4b9400000000;0x3b9e4bc400000000;0x3b9e4bdb40000000;0x3b9e4bdcc0000000;0x3b9e4bec00000000;0x3b9e4bf2b0000000;0x3b9e4c75fc000000;0x3b9e4c7601000000;0x3b9e629c00000000;0x3b9e62a300000000;0x3b9e882500000000;0x3b9e882700000000;0x3b9e8828b0000000;0x3b9e882f00000000;0x3b9e883400000000;0x3b9e8839f0000000;0x3b9e883b00000000;0x3b9e884c00000000;0x3b9e885400000000;0x3b9e88fdff000000;0x3b9e88ff00000000;0x3b9e890400000000;0x3b9e891b54000000;0x3b9e891cb0000000;0x3b9e89ab00000000;0x3b9e89ad00000000;0x3b9e8c5c00000000;0x3b9e8c8b00000000;0x3b9e8cd000000000;0x3b9e8cf400000000;0x3b9ea2f0b0000000;0x3b9ea2f700000000;0x3b9ea2fc00000000;0x3b9ea30300000000;0x3b9ea30500000000;0x3b9ea31b00000000;0x3b9ea31d00000000;0x3b9f1ddc00000000;0x3b9f1de400000000;0x3b9f1e0c00000000;0x3b9f1e6d00000000;0x3b9f1e7400000000;0x3b9f1f7c00000000;0x3b9f210b00000000;0x3b9f210cc0000000;0x3b9f216c00000000;0x3b9f217400000000;0x3b9f2197c0000000;0x3b9f219c00000000;0x3b9f21a400000000;0x3b9f21bc00000000;0x3b9f21c400000000;0x3b9f21c8c0000000;0x3b9f21cf00000000;0x3b9f21d100000000;0x3b9f21d700000000;0x3b9f21d9c0000000;0x3b9f21db00000000;0x3b9f340400000000;0x3b9f340c00000000;0x3b9f341100000000;0x3b9f341210000000;0x3b9f341b00000000;0x3b9f341cac000000;0x3b9f347300000000;0x3b9f347500000000;0x3b9f36a900000000;0x3ba0320c00000000;0x3ba0321400000000;0x3ba0321810000000;0x3ba03222b0000000;0x3ba0323c00000000"
"Madhya Pradesh","0x39667381d35aea05:0xe0106b0d4e701c1e","hi;mr;ur","0x39602c0000000000;0x3960340000000000;0x39604c0000000000;0x3960540000000000;0x3961040000000000;0x39610c0000000000;0x3961140000000000;0x3961190000000000;0x3961240000000000;0x3961350000000000;0x39613c0000000000;0x3961500000000000;0x3961700000000000;0x3961c00000000000;0x3963000000000000;0x3964400000000000;0x3964900000000000;0x3964b00000000000;0x3964d00000000000;0x3964e7f000000000;0x3964ec0000000000;0x3964f40000000000;0x3964fc0000000000;0x3965040000000000;0x39650c0000000000;0x3965140000000000;0x3965240000000000;0x3965740000000000;0x39658c0000000000;0x3965940000000000;0x39659c0000000000;0x3965b00000000000;0x3965d00000000000;0x3965f00000000000;0x3966040000000000;0x39660c0000000000;0x3966140000000000;0x39661aab00000000;0x3966654000000000;0x39666c0000000000;0x3966740000000000;0x39667c0000000000;0x3966840000000000;0x39669c0000000000;0x3966a40000000000;0x3966ac0000000000;0x3966b40000000000;0x3966cb0000000000;0x3968ac0000000000;0x396f570000000000;0x396f5c0000000000;0x396f640000000000;0x3970140000000000;0x3970190000000000;0x3970300000000000;0x3970500000000000;0x3970640000000000;0x39706c0000000000;0x39707fc000000000;0x3970c00000000000;0x3971100000000000;0x3971300000000000;0x3971500000000000;0x39716c0000000000;0x3971740000000000;0x39719f0000000000;0x3971b00000000000;0x3971c7fc00000000;0x3971cc0000000000;0x3971d40000000000;0x3973ffc000000000;0x3974040000000000;0x39741c0000000000;0x3974240000000000;0x39742c0000000000;0x3975d40000000000;0x3975d80010000000;0x3976140000000000;0x39763c0000000000;0x3976500000000000;0x3976700000000000;0x3976c00000000000;0x3977400000000000;0x3977900000000000;0x3977a40000000000;0x3977ac0000000000;0x3977b40000000000;0x3977bac000000000;0x3977fc0000000000;0x3978400000000000;0x3978900000000000;0x3978b00000000000;0x3978d00000000000;0x3978e40000000000;0x3978ec0000000000;0x3978f40000000000;0x3979400000000000;0x3979900000000000;0x3979c2c000000000;0x3979cb5000000000;0x3979cd0000000000;0x3979d40000000000;0x3979dc0000000000;0x3979f00000000000;0x397a400000000000;0x397a900000000000;0x397abc0000000000;0x397ac2c000000000;0x397af00000000000;0x397b400000000000;0x397bc00000000000;0x397d000000000000;0x397f000000000000;0x3981000000000000;0x3982400000000000;0x3982c00000000000;0x3983100000000000;0x3983300000000000;0x3983440000000000;0x39835c0000000000;0x3983700000000000;0x3983c00000000000;0x3984400000000000;0x3984900000000000;0x3984a40000000000;0x3984a90000000000;0x3984c40000000000;0x3984dc0000000000;0x3984f00000000000;0x3985100000000000;0x3985240000000000;0x39856c0000000000;0x3985740000000000;0x39857c0000000000;0x3985c00000000000;0x3986040000000000;0x39860c0000000000;0x3986300000000000;0x3986500000000000;0x3986700000000000;0x3986c00000000000;0x3987400000000000;0x3987840000000000;0x3987940000000000;0x39879c0000000000;0x3987b00000000000;0x3987c70000000000;0x3987cc0000000000;0x3987d40000000000;0x3988ac0000000000;0x3988b40000000000;0x3988cc0000000000;0x3988d30000000000;0x398f400000000000;0x398f810000000000;0x399ccd0000000000;0x399cd40000000000;0x399d2b0000000000;0x399d550000000000;0x3a2987c000000000;0x3a298c0000000000;0x3a29f00000000000;0x3a2a400000000000;0x3a2ac00000000000;0x3a2b040000000000;0x3a2b1d0000000000;0x3a2bb40000000000;0x3a2bb90000000000;0x3a2bc40000000000;0x3a2bcc0000000000;0x3a2bd40000000000;0x3a2bdb0000000000;0x3bd42b0000000000;0x3bd4e40000000000;0x3bd4fc0000000000;0x3bd5400000000000;0x3bd5c00000000000;0x3bd6100000000000;0x3bd6300000000000;0x3bd6440000000000;0x3bd64c0000000000;0x3bd65c0000000000;0x3bd6700000000000;0x3bd6840000000000;0x3bd68c0000000000;0x3bd6f50000000000;0x3bd7770000000000;0x3bd77c0000000000;0x3bd7900000000000;0x3bd7b50000000000;0x3bd7b70000000000;0x3bd7bc0000000000;0x3bd7d00000000000;0x3bd7f00000000000;0x3bd8400000000000;0x3bd8900000000000;0x3bd8b00000000000;0x3bd8c40000000000;0x3bd8cc0000000000;0x3bd8dd4000000000;0x3bd8f00000000000;0x3bd9d00000000000;0x3bdf500000000000;0x3bdf640000000000;0x3bdf684000000000"
